caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,address,race,gender,bdate,city,age,gr9_gpa,gr10_gpa,reconstructed_prior_arrests,reconstructed_re_arrest
40551,2297,2012-01-19,2012-01-26,1,0,4,"1717 W 42ND PL, Chicago",BLACK,M,1981-07-18,chicago,30.0,,,4,0
90160,2298,2012-03-18,2012-12-20,0,1,4,"495 E BEST DR, CHICAGO",WHITE,F,1978-09-14,chicago,33.0,,,4,1
43511,2298,2012-12-03,2013-07-10,0,0,5,"9923 S CHRISTIANA AVE, CHICAGO",WHITE,F,1978-09-14,chicago,34.0,,,5,0
84632,2299,2012-06-06,2012-10-21,1,0,0,"7052 N MOSELLE AVE, CHICAGO",BLACK,M,1992-12-03,chicago,19.0,,,0,0
74101,2302,2013-04-26,2013-08-27,1,1,4,"865 W 105TH PL, CHICAGO",BLACK,F,1976-10-23,chicago,36.0,,,4,1
47819,2302,2013-06-26,2014-04-06,1,0,5,"6078 N LUCERNE AVE, CHICAGO",BLACK,F,1976-10-23,chicago,36.0,,,5,0
41482,2305,2012-06-02,2012-11-14,0,0,2,"4979 S LEAMINGTON AVE, Chicago",BLACK,F,1981-11-29,chicago,30.0,,,2,0
4134,2306,2012-09-18,2012-10-26,1,0,2,"4617 S KILDARE BLVD, Chicago",BLACK,M,1988-03-16,chicago,24.0,,,2,0
51379,2308,2012-09-04,2013-10-30,1,1,1,"150 E DELAWARE PL, CHICAGO",BLACK,M,1992-03-02,chicago,20.0,,,1,1
83986,2308,2013-04-30,2013-06-08,1,0,2,"5082 S TROY ST, CHICAGO",BLACK,M,1992-03-02,chicago,21.0,,,2,0
21043,2309,2012-02-22,2012-04-23,0,0,3,"3535 W FRANKLIN BLVD, CHICAGO",BLACK,F,1983-08-21,chicago,28.0,,,3,0
29256,2310,2012-09-20,2013-10-08,0,1,4,"972 W WEED ST, Chicago",BLACK,F,1974-03-19,chicago,38.0,,,4,1
80615,2310,2012-09-28,2013-01-17,1,1,5,"8729 S KINGSTON AVE, CHICAGO",BLACK,F,1974-03-19,chicago,38.0,,,5,1
82613,2310,2012-10-08,2012-12-22,1,0,6,"465 N NEW ST, Chicago",BLACK,F,1974-03-19,chicago,38.0,,,6,0
42527,2312,2012-12-05,2013-12-26,1,1,4,"5789 N KINGSDALE AVE, CHICAGO",WHITE,M,1984-06-02,chicago,28.0,,,4,1
53442,2312,2013-08-22,2014-01-16,0,0,5,"5643 S HYDE PARK DR, CHICAGO",WHITE,M,1984-06-02,chicago,29.0,,,5,0
19832,2313,2012-02-07,2012-04-12,1,0,8,"1321 N MOORMAN ST, CHICAGO",BLACK,M,1967-08-06,chicago,44.0,,,8,0
87310,2313,2012-08-12,2012-11-23,1,0,9,"4256 W HARRINGTON LN, CHICAGO",BLACK,M,1967-08-06,chicago,45.0,,,9,0
78915,2314,2012-08-06,2012-08-09,1,0,3,"729 E 51ST ST, CHICAGO",BLACK,M,1981-02-02,chicago,31.0,,,3,0
92791,2314,2013-01-19,2013-06-17,1,1,4,"3957 S IRVING AVE, CHICAGO",BLACK,M,1981-02-02,chicago,31.0,,,4,1
35988,2314,2013-02-02,2013-09-13,1,0,5,"356 E WACKER LOWER DR, CHICAGO",BLACK,M,1981-02-02,chicago,32.0,,,5,0
47085,2315,2012-01-09,2012-06-04,0,0,4,"10255 S BISHOP FORD EXPY OB, CHICAGO",BLACK,M,1985-07-08,chicago,26.0,,,4,0
46124,2316,2012-01-02,2012-05-26,1,1,5,"5208 N OTTO AVE, CHICAGO",BLACK,M,1971-07-01,chicago,40.0,,,5,1
23176,2316,2012-02-23,2012-09-16,1,0,6,"955 W BLACKHAWK ST, CHICAGO",BLACK,M,1971-07-01,chicago,40.0,,,6,0
25043,2317,2012-01-15,2013-06-07,0,0,2,"4823 N MULLIGAN AVE, CHICAGO",BLACK,M,1987-07-14,chicago,24.0,2.286,2.0,2,0
76474,2317,2013-10-11,2015-02-01,1,0,3,"3783 W PENSACOLA AVE, Chicago",BLACK,M,1987-07-14,chicago,26.0,,,3,0
66597,2320,2012-11-24,2013-01-17,1,0,3,"386 E 17TH ST, Chicago",BLACK,F,1987-05-23,chicago,25.0,,,3,0
45335,2320,2013-05-15,2014-03-10,1,1,4,"1002 N MASON AVE, CHICAGO",BLACK,F,1987-05-23,chicago,25.0,,,4,1
15910,2320,2013-07-03,2013-08-13,0,0,5,"12355 S AVENUE N, CHICAGO",BLACK,F,1987-05-23,chicago,26.0,,,5,0
6655,2322,2013-10-15,2014-01-14,1,1,6,"1245 S DESPLAINES ST, Chicago",BLACK,F,1967-04-13,chicago,46.0,,,6,1
49347,2322,2013-10-18,2014-03-07,1,0,7,"1223 W LOYOLA AVE, Chicago",BLACK,F,1967-04-13,chicago,46.0,,,7,0
86874,2323,2013-08-01,2013-08-15,0,0,2,"6053 N KEDVALE AVE, CHICAGO",BLACK,M,1985-01-28,chicago,28.0,,,2,0
70865,2324,2012-12-15,2013-03-16,1,1,2,"2226 N CLEVELAND AVE, CHICAGO",BLACK,M,1984-06-12,chicago,28.0,,,2,1
82826,2324,2012-12-22,2015-04-20,0,0,3,"5959 N MCCOOK AVE, CHICAGO",BLACK,M,1984-06-12,chicago,28.0,,,3,0
60498,2325,2012-03-28,2012-08-05,1,0,2,"7793 S VERNON AVE, CHICAGO",BLACK,M,1986-09-24,chicago,25.0,,,2,0
10967,2325,2012-08-22,2012-09-12,1,1,3,"5489 N BOWMANVILLE AVE, CHICAGO",BLACK,M,1986-09-24,chicago,25.0,,,3,1
45701,2325,2012-09-07,2012-09-30,0,0,4,"3869 N ALTA VISTA TER, CHICAGO",BLACK,M,1986-09-24,chicago,25.0,,,4,0
71752,2325,2013-05-09,2013-12-09,0,1,5,"2729 W 82ND PL, CHICAGO",BLACK,M,1986-09-24,chicago,26.0,,,5,1
44409,2325,2013-10-28,2013-12-09,0,0,6,"3122 W WASHINGTON BLVD, CHICAGO",BLACK,M,1986-09-24,chicago,27.0,,,6,0
14104,2326,2012-08-25,2013-12-12,0,1,4,"2665 W PIERCE AVE, CHICAGO",BLACK,F,1970-02-21,chicago,42.0,,,4,1
88805,2326,2013-05-29,2014-01-04,1,0,5,"5383 N LATROBE AVE, CHICAGO",BLACK,F,1970-02-21,chicago,43.0,,,5,0
94802,2328,2013-06-02,2014-01-12,1,0,3,"234 S KENNEDY EXPY IB, CHICAGO",WHITE,F,1986-11-29,chicago,26.0,,,3,0
92547,2329,2012-07-14,2013-01-28,1,0,1,"2192 N WEST DRIVE OF OAKLEY AVE, CHICAGO",WHITE,M,1989-01-10,chicago,23.0,,,1,0
49111,2329,2013-10-01,2014-09-16,0,0,2,"591 W BRIAR PL, CHICAGO",WHITE,M,1989-01-10,chicago,24.0,,,2,0
42319,2331,2013-09-24,2014-06-09,1,0,3,"1791 W 25TH PL, CHICAGO",BLACK,M,1982-03-23,chicago,31.0,,,3,0
34979,2332,2013-03-31,2013-05-13,0,0,3,"5602 N CLARK ST, CHICAGO",BLACK,M,1985-09-27,chicago,27.0,,,3,0
93590,2332,2013-08-27,2013-12-18,0,1,4,"3199 N KENNEDY BELMONT AV XR, Chicago",BLACK,M,1985-09-27,chicago,27.0,,,4,1
31497,2332,2013-08-31,2015-07-25,0,0,5,"7119 W KENNEDY HARLEM AV ER, CHICAGO",BLACK,M,1985-09-27,chicago,27.0,,,5,0
56909,2335,2012-06-21,2013-01-11,0,0,2,"320 E 38TH ST, CHICAGO",BLACK,M,1982-12-18,chicago,29.0,,,2,0
74432,2337,2012-03-25,2012-06-08,1,0,3,"6002 N KIMBALL AVE, CHICAGO",BLACK,M,1984-09-21,chicago,27.0,,,3,0
40174,2338,2013-10-19,2014-02-04,0,0,1,"6372 S PEORIA DR, CHICAGO",BLACK,M,1995-04-17,chicago,18.0,,,1,0
8947,2339,2013-04-02,2013-06-25,0,0,3,"4983 N EDENS ELSTON AV ER, Chicago",WHITE,M,1978-09-29,chicago,34.0,,,3,0
90564,2340,2012-12-16,2013-05-24,1,0,2,"502 N SACRAMENTO BLVD W, CHICAGO",ASIAN,M,1988-06-13,chicago,24.0,,,2,0
61584,2343,2013-07-24,2014-01-01,1,0,3,"71 N S BRANCH CHICAGO RIVER, CHICAGO",WHITE,M,1980-01-20,chicago,33.0,,,3,0
5125,2344,2012-11-03,2014-02-11,0,1,5,"2686 W LUTHER ST, CHICAGO",BLACK,M,1978-05-02,chicago,34.0,,,5,1
57743,2344,2013-09-02,2014-05-22,1,0,6,"80 E HADDOCK PL, Chicago",BLACK,M,1978-05-02,chicago,35.0,,,6,0
19620,2346,2012-04-17,2012-11-03,0,0,2,"4253 W WILCOX ST, CHICAGO",BLACK,M,1987-10-14,chicago,24.0,2.571,3.0,2,0
31783,2348,2012-10-16,2013-06-06,1,1,4,"5582 N CTA BUS TURN, CHICAGO",BLACK,F,1980-04-13,chicago,32.0,,,4,1
79717,2348,2012-12-08,2013-06-08,0,0,5,"3862 W CHICAGO AVE, Chicago",BLACK,F,1980-04-13,chicago,32.0,,,5,0
73419,2349,2013-02-22,2015-06-24,0,0,3,"6052 W MIAMI AVE, CHICAGO",BLACK,M,1989-08-21,chicago,23.0,,,3,0
16897,2350,2012-10-27,2013-01-31,0,1,6,"1474 W MONTANA ST, CHICAGO",BLACK,M,1972-04-24,chicago,40.0,,,6,1
82302,2350,2013-01-13,2013-01-18,1,0,7,"374 S GOLE DR, CHICAGO",BLACK,M,1972-04-24,chicago,40.0,,,7,0
54605,2352,2012-03-25,2012-05-09,1,0,3,"849 E 133RD PL, CHICAGO",BLACK,F,1979-09-21,chicago,32.0,,,3,0
49578,2352,2012-09-07,2013-06-07,0,0,4,"5228 N CANFIELD AVE, CHICAGO",BLACK,F,1979-09-21,chicago,32.0,,,4,0
84376,2352,2013-09-14,2014-02-16,1,0,5,"5600 W AINSLIE ST, CHICAGO",BLACK,F,1979-09-21,chicago,33.0,,,5,0
80530,2353,2012-06-26,2013-01-24,0,0,4,"5250 N LIND AVE, CHICAGO",WHITE,M,1971-12-23,chicago,40.0,,,4,0
59184,2354,2013-01-31,2013-02-25,1,0,2,"2105 N CANNON DR, Chicago",ASIAN,F,1993-07-30,chicago,19.0,,,2,0
28512,2355,2012-08-13,2013-04-05,0,0,4,"118 S RIVERSIDE PLZ, CHICAGO",WHITE,M,1982-02-09,chicago,30.0,,,4,0
16930,2355,2013-04-21,2013-08-20,1,0,5,"2353 S FRANKLIN EXT STEVENSON OB ER, CHICAGO",WHITE,M,1982-02-09,chicago,31.0,,,5,0
51253,2356,2012-01-18,2012-02-06,0,0,3,"0 S MIDWAY AIRPORT LOWER CICERO AVE ER SB, CHICAGO",BLACK,F,1979-07-17,chicago,32.0,,,3,0
99771,2357,2012-07-28,2012-08-25,1,0,3,"1407 W SURF ST, CHICAGO",BLACK,F,1982-01-24,chicago,30.0,,,3,0
22886,2357,2013-06-20,2014-04-24,0,0,4,"298 E WALTON PL, CHICAGO",BLACK,F,1982-01-24,chicago,31.0,,,4,0
9359,2359,2013-07-22,2013-10-31,0,0,5,"867 N KENNEDY MILWAUKEE AV ER, CHICAGO",BLACK,M,1975-01-18,chicago,38.0,,,5,0
39542,2361,2013-04-20,2013-06-04,1,0,3,"6111 N NAPLES AVE, CHICAGO",WHITE,F,1983-10-17,chicago,29.0,,,3,0
99167,2362,2012-11-06,2014-03-05,0,0,2,"3674 S LOOMIS PL, CHICAGO",BLACK,M,1986-05-05,chicago,26.0,,,2,0
57213,2363,2012-03-25,2012-11-07,0,0,1,"181 N LSD RANDOLPH ST ER, CHICAGO",WHITE,M,1983-09-21,chicago,28.0,,,1,0
2541,2364,2012-04-26,2012-06-01,1,0,3,"4085 S MENARD AVE, Chicago",BLACK,F,1977-10-23,chicago,34.0,,,3,0
46593,2364,2013-10-12,2014-01-04,0,0,4,"6045 N EDENS EXPY IB, CHICAGO",BLACK,F,1977-10-23,chicago,35.0,,,4,0
39957,2365,2012-03-01,2012-07-01,0,0,0,"3297 S BENSON ST, Chicago",BLACK,F,1992-08-28,chicago,19.0,,,0,0
72034,2366,2012-12-19,2013-08-02,0,1,6,"1746 W BEVERLY GLEN PKWY, CHICAGO",BLACK,F,1977-06-17,chicago,35.0,,,6,1
549,2366,2013-02-19,2013-03-13,1,0,7,"494 N ELIZABETH ST, CHICAGO",BLACK,F,1977-06-17,chicago,35.0,,,7,0
47541,2368,2012-12-07,2013-04-07,0,0,3,"5131 S NORDICA AVE, CHICAGO",BLACK,M,1990-06-05,chicago,22.0,,,3,0
54751,2371,2013-06-12,2013-07-22,0,1,2,"7702 W HORTENSE AVE, CHICAGO",BLACK,M,1983-12-09,chicago,29.0,,,2,1
26454,2371,2013-07-21,2013-08-19,0,0,3,"1479 W FULLER ST, CHICAGO",BLACK,M,1983-12-09,chicago,29.0,,,3,0
13982,2372,2012-09-28,2013-01-04,0,1,6,"3545 N KENNEDY ADDISON ST ER, CHICAGO",BLACK,M,1968-03-26,chicago,44.0,,,6,1
88798,2372,2012-11-24,2013-01-27,1,0,7,"3438 N SPAULDING AVE, CHICAGO",BLACK,M,1968-03-26,chicago,44.0,,,7,0
63534,2373,2013-09-10,2014-03-22,1,0,2,"2853 W 39TH PL, CHICAGO",BLACK,M,1992-03-08,chicago,21.0,,,2,0
93082,2374,2012-06-25,2012-08-07,0,0,1,"7027 S DAN RYAN 71ST ST XR, CHICAGO",BLACK,M,1986-12-22,chicago,25.0,,,1,0
40001,2374,2012-09-27,2013-02-07,0,0,2,"8119 S CHRISTIANA AVE, CHICAGO",BLACK,M,1986-12-22,chicago,25.0,,,2,0
61858,2375,2013-10-07,2014-07-18,1,0,5,"31 E ROOSEVELT RD, CHICAGO",BLACK,M,1960-04-04,chicago,53.0,,,5,0
97453,2376,2013-09-05,2014-03-28,0,0,3,"10124 S BISHOP FORD 103RD ST STONY ER, CHICAGO",BLACK,M,1992-03-03,chicago,21.0,,,3,0
61277,2377,2012-02-23,2012-08-17,1,1,1,"6450 N HIAWATHA AVE, CHICAGO",WHITE,M,1988-08-21,chicago,23.0,1.875,2.286,1,1
14031,2377,2012-04-19,2012-05-27,0,0,2,"1471 E ROCHDALE PL, CHICAGO",WHITE,M,1988-08-21,chicago,23.0,1.875,2.286,2,0
54483,2377,2013-07-17,2013-08-12,0,0,3,"8053 S COLES AVE, CHICAGO",WHITE,M,1988-08-21,chicago,24.0,1.875,2.286,3,0
99485,2377,2013-09-14,2014-04-15,1,0,4,"3032 N ELBRIDGE AVE, CHICAGO",WHITE,M,1988-08-21,chicago,25.0,,,4,0
71935,2378,2013-03-24,2013-07-21,1,1,4,"2356 N CHILDRENS PLZ, CHICAGO",BLACK,M,1976-09-20,chicago,36.0,,,4,1
77229,2378,2013-05-13,2014-06-10,0,0,5,"5731 S DAN RYAN 59TH ST ER, CHICAGO",BLACK,M,1976-09-20,chicago,36.0,,,5,0
49761,2380,2013-06-04,2014-06-04,1,0,2,"4805 S I55 CICERO AV XR, CHICAGO",ASIAN,M,1979-12-01,chicago,33.0,,,2,0
92497,2381,2012-10-13,2013-05-18,0,0,2,"552 N LAKE SHORE DR SB, Chicago",BLACK,F,1987-04-11,chicago,25.0,,,2,0
31392,2381,2013-10-24,2014-01-09,1,0,3,"1171 S DELANO CT W, CHICAGO",BLACK,F,1987-04-11,chicago,26.0,,,3,0
86027,2383,2012-09-12,2013-03-14,0,0,2,"3346 N NARRAGANSETT AVE, CHICAGO",BLACK,M,1979-03-11,chicago,33.0,,,2,0
6084,2386,2012-11-13,2013-12-31,0,0,1,"9002 W IB NORTHWEST TOLL, CHICAGO",ASIAN,M,1988-05-11,chicago,24.0,,,1,0
68761,2387,2012-06-08,2012-07-24,1,0,1,"172 E BISHOP FORD EXPY OB, CHICAGO",WHITE,M,1985-12-05,chicago,26.0,,,1,0
76445,2387,2012-10-12,2013-02-01,0,0,2,"12016 S EGGLESTON AVE, CHICAGO",WHITE,M,1985-12-05,chicago,26.0,,,2,0
1507,2389,2012-06-27,2012-11-28,1,0,2,"9114 S DAN RYAN WENTWORTH AV XR, CHICAGO",BLACK,F,1984-12-24,chicago,27.0,,,2,0
41837,2390,2012-03-11,2012-03-14,0,0,2,"1428 S CIRCLE PKWY, CHICAGO",WHITE,M,1980-09-07,chicago,31.0,,,2,0
13578,2391,2012-02-18,2012-07-30,0,0,0,"975 S DESPLAINES ST, CHICAGO",BLACK,M,1992-08-16,chicago,19.0,,,0,0
53850,2393,2012-08-08,2012-09-27,1,0,2,"113 E 37TH PL, CHICAGO",BLACK,F,1993-02-04,chicago,19.0,,,2,0
58587,2394,2012-07-14,2014-01-27,1,1,3,"2625 N CANNON DR, Chicago",WHITE,M,1976-01-10,chicago,36.0,,,3,1
52243,2394,2013-07-26,2015-01-06,1,1,4,"4098 W 76TH ST FORD CITY ER, CHICAGO",WHITE,M,1976-01-10,chicago,37.0,,,4,1
443,2394,2013-08-18,2013-10-03,1,0,5,"3526 S MORGAN ST, CHICAGO",WHITE,M,1976-01-10,chicago,37.0,,,5,0
21843,2395,2012-05-04,2012-11-19,0,0,1,"4773 N LSD LAWRENCE AV ER, CHICAGO",BLACK,F,1984-10-31,chicago,27.0,,,1,0
63341,2396,2012-05-07,2012-06-30,1,0,4,"4760 N LONDON AVE, CHICAGO",WHITE,M,1988-11-03,chicago,23.0,2.333,2.375,4,0
53547,2396,2013-08-10,2013-12-27,1,0,5,"855 W CASTLEWOOD TER, CHICAGO",WHITE,M,1988-11-03,chicago,24.0,2.333,2.375,5,0
13047,2397,2013-03-29,2013-04-14,1,1,2,"245 W DAN RYAN OB DAN RYAN XR, CHICAGO",BLACK,M,1978-09-25,chicago,34.0,,,2,1
30063,2397,2013-04-05,2013-07-22,0,1,3,"10427 S I57 EXPY IB, CHICAGO",BLACK,M,1978-09-25,chicago,34.0,,,3,1
93866,2397,2013-05-30,2013-12-05,1,1,4,"4904 N TRIPP AVE, CHICAGO",BLACK,M,1978-09-25,chicago,34.0,,,4,1
9223,2397,2013-05-31,2013-08-26,0,0,5,"6034 N STEVENS AVE, CHICAGO",BLACK,M,1978-09-25,chicago,34.0,,,5,0
61060,2397,2013-09-12,2013-12-28,0,0,6,"909 N DEWITT PL, Chicago",BLACK,M,1978-09-25,chicago,34.0,,,6,0
82015,2398,2012-05-30,2012-10-13,0,0,4,"12448 W SELL RD, CHICAGO",BLACK,M,1983-11-26,chicago,28.0,,,4,0
39591,2400,2013-04-21,2013-06-09,1,0,4,"8003 W SUNNYSIDE AVE, CHICAGO",BLACK,F,1977-10-18,chicago,35.0,,,4,0
74788,2401,2012-07-06,2012-12-17,1,0,1,"2827 W LE MOYNE DR, CHICAGO",ASIAN,M,1990-01-02,chicago,22.0,,,1,0
19558,2401,2013-06-20,2013-07-03,0,0,2,"86 E WACKER PL, CHICAGO",ASIAN,M,1990-01-02,chicago,23.0,,,2,0
9203,2402,2013-07-12,2013-12-20,1,0,2,"2847 N DAWSON AVE, Chicago",BLACK,M,1989-01-08,chicago,24.0,,,2,0
91757,2403,2012-04-01,2013-12-03,1,0,1,"13108 S LITTLE CALUMET RIVER, CHICAGO",WHITE,F,1989-09-28,chicago,22.0,,,1,0
43651,2404,2013-04-27,2013-06-17,0,1,2,"3567 W 104TH ST, CHICAGO",BLACK,M,1981-10-24,chicago,31.0,,,2,1
56309,2404,2013-04-28,2013-10-12,0,0,3,"29 E MONROE ST, CHICAGO",BLACK,M,1981-10-24,chicago,31.0,,,3,0
50576,2405,2013-08-28,2015-05-14,0,0,2,"5626 N REDWOOD DR, Chicago",WHITE,M,1973-02-24,chicago,40.0,,,2,0
52690,2406,2012-10-07,2012-12-01,0,0,0,"9542 S EDWARD BARRON DR, CHICAGO",BLACK,M,1986-04-05,chicago,26.0,,,0,0
22669,2406,2012-12-30,2014-01-11,1,0,1,"8312 W FOREST PRESERVE AVE, CHICAGO",BLACK,M,1986-04-05,chicago,26.0,,,1,0
19344,2409,2012-06-12,2013-07-13,1,1,3,"209 W MENOMONEE ST, CHICAGO",BLACK,F,1982-12-09,chicago,29.0,,,3,1
10638,2409,2013-03-27,2014-01-08,1,0,4,"1273 N SCHICK PL, CHICAGO",BLACK,F,1982-12-09,chicago,30.0,,,4,0
96914,2410,2012-11-27,2012-12-06,1,0,2,"1699 W JUNEWAY TER, CHICAGO",BLACK,F,1987-05-26,chicago,25.0,,,2,0
83316,2413,2012-11-06,2012-12-24,1,0,5,"5582 W FLOURNOY ST, CHICAGO",ASIAN,F,1978-05-05,chicago,34.0,,,5,0
39225,2413,2013-01-30,2013-05-06,0,0,6,"5740 W LAKE ST, CHICAGO",ASIAN,F,1978-05-05,chicago,34.0,,,6,0
12610,2415,2012-02-03,2012-06-20,0,0,2,"341 N STETSON LOWER AVE, CHICAGO",BLACK,F,1983-08-02,chicago,28.0,,,2,0
83946,2415,2012-06-27,2012-09-05,1,0,3,"2509 W FERDINAND ST, CHICAGO",BLACK,F,1983-08-02,chicago,28.0,,,3,0
53432,2415,2012-09-18,2014-07-19,1,1,4,"2850 W 44TH ST, CHICAGO",BLACK,F,1983-08-02,chicago,29.0,,,4,1
81884,2415,2012-12-04,2013-06-13,0,0,5,"5878 N MEDINA AVE, CHICAGO",BLACK,F,1983-08-02,chicago,29.0,,,5,0
36454,2416,2013-01-16,2013-06-15,0,1,2,"172 N KENNEDY WASHINGTON BL XR, CHICAGO",BLACK,M,1979-07-15,chicago,33.0,,,2,1
3075,2416,2013-02-28,2013-07-02,0,0,3,"5072 W BLOOMINGDALE AVE, CHICAGO",BLACK,M,1979-07-15,chicago,33.0,,,3,0
39531,2417,2012-06-10,2013-03-27,1,0,3,"10340 S CHARLES ST, CHICAGO",BLACK,M,1986-12-07,chicago,25.0,,,3,0
17395,2419,2012-11-13,2012-11-28,1,0,4,"718 W I57 HALSTED ST XR, CHICAGO",BLACK,M,1987-05-12,chicago,25.0,,,4,0
1690,2419,2013-04-22,2013-12-31,1,0,5,"4926 W OAKDALE AVE, CHICAGO",BLACK,M,1987-05-12,chicago,25.0,,,5,0
38160,2420,2013-09-11,2013-09-14,0,0,2,"2630 S PEORIA ST, CHICAGO",ASIAN,M,1981-03-10,chicago,32.0,,,2,0
66839,2421,2012-05-07,2013-09-13,1,0,2,"2463 W BROSS AVE, CHICAGO",WHITE,M,1987-11-03,chicago,24.0,1.167,1.143,2,0
62651,2422,2012-07-16,2012-08-06,0,0,0,"6602 N OLMSTED AVE, CHICAGO",BLACK,M,1991-01-12,chicago,21.0,,,0,0
70894,2422,2012-09-03,2012-09-16,1,0,1,"9886 S EWING AVE, CHICAGO",BLACK,M,1991-01-12,chicago,21.0,,,1,0
43529,2422,2013-02-10,2013-07-06,1,0,2,"54 W SOUTH WATER MARKET, CHICAGO",BLACK,M,1991-01-12,chicago,22.0,,,2,0
99267,2423,2013-03-18,2013-11-21,1,0,5,"9231 S DUNBAR AVE, CHICAGO",BLACK,F,1977-09-14,chicago,35.0,,,5,0
49584,2424,2012-11-19,2013-05-03,1,0,3,"13236 S BRAINARD AVE, CHICAGO",BLACK,M,1977-05-18,chicago,35.0,,,3,0
23884,2424,2013-06-01,2013-07-31,1,0,4,"13 E DIVISION ST, CHICAGO",BLACK,M,1977-05-18,chicago,36.0,,,4,0
52073,2425,2012-04-29,2012-06-17,0,0,2,"684 N KENNEDY ONTARIO ST NB ER, CHICAGO",BLACK,M,1984-10-26,chicago,27.0,,,2,0
7506,2425,2012-09-01,2012-12-22,1,0,3,"8710 W CATHERINE AVE, CHICAGO",BLACK,M,1984-10-26,chicago,27.0,,,3,0
5052,2428,2012-04-11,2012-05-12,0,0,2,"8273 S DAN RYAN 83RD ST ER, CHICAGO",BLACK,M,1985-10-08,chicago,26.0,,,2,0
27891,2428,2012-05-18,2012-06-05,0,0,3,"3273 E 109TH ST, CHICAGO",BLACK,M,1985-10-08,chicago,26.0,,,3,0
71723,2428,2013-09-29,2013-10-19,1,0,4,"2115 E PAVILION PLAZA DR, CHICAGO",BLACK,M,1985-10-08,chicago,27.0,,,4,0
48526,2429,2013-04-30,2013-07-23,1,0,1,"6423 S VERNON AVE, CHICAGO",ASIAN,M,1989-10-27,chicago,23.0,,,1,0
4346,2430,2012-11-20,2013-04-11,1,1,5,"6520 S CORNELL DR, CHICAGO",BLACK,M,1984-05-18,chicago,28.0,,,5,1
61228,2430,2012-12-04,2013-03-21,1,0,6,"6558 W HOBART AVE, CHICAGO",BLACK,M,1984-05-18,chicago,28.0,,,6,0
12314,2431,2013-02-08,2013-06-23,0,0,1,"2654 W PRATT BLVD, CHICAGO",BLACK,M,1989-08-07,chicago,23.0,,,1,0
2606,2432,2012-05-26,2012-12-20,1,1,1,"1826 E 73RD PL, CHICAGO",BLACK,M,1983-11-22,chicago,28.0,,,1,1
48886,2432,2012-08-03,2012-12-08,0,0,2,"1297 N MOHAWK ST, CHICAGO",BLACK,M,1983-11-22,chicago,28.0,,,2,0
95252,2434,2013-08-11,2014-06-27,1,0,3,"4145 N JANSSEN AVE, Chicago",BLACK,F,1982-02-07,chicago,31.0,,,3,0
6802,2435,2012-11-25,2013-02-16,1,0,3,"371 N MORGAN ST, CHICAGO",BLACK,F,1976-05-23,chicago,36.0,,,3,0
2233,2437,2013-06-06,2013-07-09,0,0,3,"809 W UNIVERSITY LN, CHICAGO",BLACK,M,1994-12-03,chicago,18.0,,,3,0
7437,2438,2013-07-20,2015-07-19,1,0,3,"4707 N BEACON ST, Chicago",WHITE,M,1992-01-16,chicago,21.0,,,3,0
518,2439,2012-03-30,2012-04-13,1,0,2,"1223 S WESTERN AVE, CHICAGO",BLACK,M,1985-09-26,chicago,26.0,,,2,0
29118,2439,2012-10-05,2012-12-23,0,1,3,"1577 W 122ND PL, CHICAGO",BLACK,M,1985-09-26,chicago,27.0,,,3,1
14295,2439,2012-10-26,2012-11-21,1,1,4,"488 E MCFETRIDGE DR S, Chicago",BLACK,M,1985-09-26,chicago,27.0,,,4,1
127,2439,2012-11-05,2013-03-27,1,0,5,"344 E FINSBURY CT, CHICAGO",BLACK,M,1985-09-26,chicago,27.0,,,5,0
82042,2441,2012-06-03,2013-06-03,1,1,3,"561 S MILLARD AVE, CHICAGO",BLACK,M,1985-11-30,chicago,26.0,,,3,1
37031,2441,2013-01-16,2013-04-08,0,0,4,"5971 W DIVISION ST, CHICAGO",BLACK,M,1985-11-30,chicago,27.0,,,4,0
79131,2441,2013-05-02,2014-10-01,0,1,5,"3918 N DRAKE AVE, CHICAGO",BLACK,M,1985-11-30,chicago,27.0,,,5,1
69498,2441,2013-05-13,2013-06-19,1,0,6,"204 N CONSERVATORY DR, CHICAGO",BLACK,M,1985-11-30,chicago,27.0,,,6,0
16583,2442,2012-09-19,2013-04-10,1,0,1,"341 W KENNEDY ONTARIO ST ER, CHICAGO",BLACK,F,1990-03-18,chicago,22.0,,,1,0
94382,2442,2013-04-17,2015-04-12,0,0,2,"1178 W GARFIELD BLVD, CHICAGO",BLACK,F,1990-03-18,chicago,23.0,,,2,0
10364,2443,2012-03-07,2013-09-05,0,1,6,"5742 W MELROSE ST, CHICAGO",ASIAN,M,1975-09-03,chicago,36.0,,,6,1
98327,2443,2013-04-12,2013-11-13,0,0,7,"7190 S TRIPP AVE, CHICAGO",ASIAN,M,1975-09-03,chicago,37.0,,,7,0
66471,2444,2013-10-21,2014-06-12,1,0,2,"313 N STETSON LOWER AVE, CHICAGO",BLACK,M,1979-04-19,chicago,34.0,,,2,0
94827,2447,2012-06-24,2012-07-18,0,0,4,"6866 N HENKE PL, CHICAGO",BLACK,M,1984-12-21,chicago,27.0,,,4,0
5712,2447,2012-12-29,2013-01-15,1,0,5,"6212 W BELLE PLAINE AVE, CHICAGO",BLACK,M,1984-12-21,chicago,28.0,,,5,0
